地杰国际城（E欧泊时光）,2室1厅,85.11平,中区/26层,朝南,520,单价61097元/平,|距离11号线御桥站284米|满五|有钥匙|
汤臣豪园（一期）,4室2厅,191.54平,高区/5层,朝南北,1350,单价70481元/平,|距离2号线张江高科站911米|满五|有钥匙|
华陇建中小区,2室1厅,64.81平,高区/6层,朝南,325,单价50146元/平,|距离2号线金科路站967米|满五|有钥匙|
华高一村,2室2厅,80.01平,低区/6层,朝南,395,单价49368元/平,|距离12号线金京路站340米|满五|有钥匙|
金旋小区,1室0厅,37.19平,低区/6层,朝南,275,单价73944元/平,|距离7号线锦绣路站727米|满五|有钥匙|
品华苑,1室1厅,67.86平,低区/6层,朝南,370,单价54524元/平,|距离11号线三林东站780米|满五|有钥匙|
久阳滨江公寓,2室1厅,78.0平,中区/25层,朝南,625,单价80128元/平,|距离9号线商城路站863米|满五|有钥匙|
上南十一村,2室1厅,42.3平,中区/6层,未知,268,单价63356元/平,|距离8号线成山路站357米|满五|有钥匙|
新里城和合苑,2室2厅,66.72平,高区/6层,朝南,599,单价89778元/平,|距离6号线高青路站928米|满五|有钥匙|
花木苑,2室1厅,74.81平,高区/6层,朝南,560,单价74856元/平,|距离2号线世纪公园站691米|满五|有钥匙|
竹园高层,2室1厅,70.04平,低区/22层,朝南北,470,单价67104元/平,|距离4号线世纪大道站401米|满五|有钥匙|
未来域,3室2厅,133.76平,高区/18层,朝南北,880,单价65789元/平,|距离11号线浦三路站480米|满五|有钥匙|
新昌里公寓,3室2厅,94.7平,低区/6层,朝南,740,单价78141元/平,|距离6号线东明路站474米|满五|有钥匙|
由由三村,2室1厅,72.18平,中区/5层,朝南,420,单价58187元/平,|距离7号线杨高南路站825米|满五|有钥匙|诚意业主|
桃李家园,2室2厅,90.91平,中区/5层,朝南,630,单价69299元/平,|距离6号线高青路站839米|满五|有钥匙|
东方丽景,2室2厅,96.57平,低区/13层,朝南北,640,单价66273元/平,|距离12号线巨峰路站240米|满五|有钥匙|
桃林一小区,1室1厅,38.28平,中区/6层,朝南,500,单价130616元/平,|距离9号线杨高中路站514米|满五|有钥匙|
浦发绿城,1室1厅,54.75平,低区/6层,朝南北,305,单价55707元/平,|距离11号线浦三路站319米|满五|有钥匙|
环球翡翠湾花园（公寓）,2室2厅,97.0平,中区/14层,朝南北,650,单价67010元/平,|距离11号线浦三路站698米|满五|有钥匙|
临沂六村,2室0厅,41.53平,高区/6层,朝南北,245,单价58993元/平,|距离6号线临沂新村站468米|满五|有钥匙|
绿洲康城亲水湾（东区）,3室2厅,130.23平,中区/14层,朝南北,660,单价50679元/平,|距离11号线罗山路站863米|满五|有钥匙|
和憬家园,2室2厅,88.42平,中区/12层,朝南北,460,单价52024元/平,|距离2号线华夏东路站622米|满五|有钥匙|
昌四小区,1室0厅,29.0平,低区/6层,朝南,205,单价70689元/平,|距离6号线东明路站655米|满五|有钥匙|
凌云公寓,2室1厅,80.16平,中区/18层,未知,450,单价56137元/平,|距离6号线灵岩南路站289米|满五|有钥匙|
生安花苑,3室2厅,205.07平,高区/11层,朝南北,1500,单价73145元/平,|距离6号线民生路站95米|满五|有钥匙|
塘桥小区,2室2厅,58.55平,高区/5层,朝南,395,单价67463元/平,|距离4号线塘桥站279米|满五|有钥匙|
旺族家园,3室1厅,110.36平,高区/6层,朝南北,430,单价38963元/平,|距离2号线华夏东路站221米|满五|有钥匙|
富特五村,1室1厅,45.0平,中区/6层,朝南北,215,单价47777元/平,|距离6号线航津路站891米|满五|有钥匙|
潍坊四村,1室1厅,40.63平,中区/6层,朝南北,305,单价75067元/平,|距离6号线蓝村路站803米|满五|有钥匙|
申立苑,2室2厅,109.02平,中区/11层,未知,840,单价77050元/平,|距离9号线杨高中路站332米|满五|有钥匙|
梅园三街坊,3室0厅,52.37平,中区/6层,朝南北,535,单价102157元/平,|距离2号线世纪大道站606米|满五|有钥匙|
上海绿城,1室1厅,64.78平,高区/22层,朝南,750,单价115776元/平,|距离6号线蓝村路站843米|满五|有钥匙|
竹园高层,2室1厅,64.56平,低区/22层,朝南,490,单价75898元/平,|距离4号线世纪大道站401米|满五|有钥匙|
香樟苑（浦东）,2室1厅,65.29平,中区/6层,朝南北,368,单价56363元/平,|距离6号线高青路站885米|满五|有钥匙|
上南十村,2室1厅,49.23平,低区/6层,朝南北,330,单价67032元/平,|距离8号线成山路站662米|满五|有钥匙|
潍坊五村,2室0厅,52.91平,中区/6层,朝南,360,单价68040元/平,|距离4号线浦电路站817米|满五|有钥匙|
崮山小区一街坊,1室1厅,45.73平,低区/6层,朝南,460,单价100590元/平,|距离6号线德平路站675米|满五|有钥匙|
东沟二村,2室1厅,60.61平,中区/6层,朝南,269,单价44382元/平,|距离12号线东陆路站887米|满五|有钥匙|
新德五村,2室1厅,67.0平,中区/6层,朝南,262,单价39104元/平,|距离2号线华夏东路站936米|满五|有钥匙|
三林安居苑,2室2厅,73.0平,中区/5层,未知,400,单价54794元/平,|距离11号线三林东站244米|满五|有钥匙|
四季全景台,4室2厅,212.65平,高区/21层,朝南北,2100,单价98753元/平,|距离2号线世纪公园站275米|满五|有钥匙|
上南八村,2室0厅,47.46平,高区/6层,朝南,280,单价58997元/平,|距离6号线东明路站593米|满五|有钥匙|
桃园新村（川沙）,2室1厅,65.6平,低区/6层,朝南,270,单价41158元/平,|距离2号线川沙站286米|满五|有钥匙|
南泉小区,1室1厅,35.96平,高区/6层,朝南,245,单价68131元/平,|距离6号线蓝村路站537米|满五|有钥匙|
中芯花园（公寓）,3室2厅,129.43平,中区/15层,朝南,760,单价58718元/平,|距离2号线广兰路站742米|满五|有钥匙|
昌四小区,1室1厅,36.47平,中区/6层,未知,228,单价62517元/平,|距离6号线东明路站655米|满五|有钥匙|
由由六村,2室1厅,46.42平,高区/7层,朝南,270,单价58164元/平,|距离7号线杨高南路站553米|满五|有钥匙|
绿地泾南公寓,3室2厅,118.99平,低区/6层,朝南北,930,单价78157元/平,|距离9号线杨高中路站436米|满五|有钥匙|
菊园,3室2厅,120.08平,中区/34层,朝南,1050,单价87441元/平,|距离9号线商城路站391米|满五|有钥匙|
梅园四街坊,2室1厅,61.47平,高区/6层,朝南北,610,单价99235元/平,|距离2号线世纪大道站384米|满五|有钥匙|
荷三小区,2室1厅,67.39平,高区/6层,朝南,365,单价54162元/平,|距离6号线博兴路站772米|满五|有钥匙|
海光大楼,1室1厅,49.46平,低区/18层,未知,392,单价79255元/平,|距离6号线北洋泾路站546米|满五|有钥匙|
罗山五村,1室1厅,42.3平,高区/6层,朝南,245,单价57919元/平,|距离6号线德平路站502米|满五|有钥匙|
三林新村（永泰路468弄）,2室2厅,83.73平,中区/18层,朝南北,460,单价54938元/平,|距离11号线三林站625米|满五|有钥匙|
滨江国际,2室2厅,125.35平,中区/29层,朝南,870,单价69405元/平,|距离4号线塘桥站463米|满五|有钥匙|
上南一村,2室0厅,50.86平,高区/6层,朝南,312,单价61344元/平,|距离8号线耀华路站270米|满五|有钥匙|
凌兆新村（上浦路336弄）,1室1厅,50.58平,低区/6层,朝南北,280,单价55357元/平,|距离6号线灵岩南路站299米|满五|有钥匙|
界龙阳光苑,2室2厅,113.31平,低区/4层,朝南,460,单价40596元/平,|距离2号线川沙站853米|满五|有钥匙|
浦发绿城,2室2厅,74.31平,中区/6层,朝南北,390,单价52482元/平,|距离11号线浦三路站319米|满五|有钥匙|
潼港八村,3室1厅,95.6平,中区/6层,朝南,395,单价41317元/平,|距离6号线港城路站578米|满五|有钥匙|
南杨小区（长清路）,1室1厅,40.86平,高区/6层,朝南,240,单价58737元/平,|距离8号线杨思站228米|满五|有钥匙|
竹园新村（浦东）,2室1厅,49.99平,低区/6层,朝南,390,单价78015元/平,|距离2号线世纪大道站450米|满五|有钥匙|
芳华路253弄,2室2厅,72.65平,低区/6层,朝南,440,单价60564元/平,|距离7号线芳华路站577米|满五|有钥匙|
和合新村,3室2厅,94.61平,中区/6层,朝南,490,单价51791元/平,|距离11号线御桥站827米|满五|有钥匙|
金旋小区,2室1厅,53.75平,高区/6层,朝南,350,单价65116元/平,|距离7号线锦绣路站727米|满五|有钥匙|
临沂二村,2室0厅,51.5平,中区/6层,朝南北,315,单价61165元/平,|距离6号线临沂新村站638米|满五|有钥匙|
恒大华城新华苑,2室1厅,74.12平,中区/5层,朝南北,468,单价63140元/平,|距离8号线杨思站737米|满五|有钥匙|
恒大华城梅山苑,1室1厅,48.11平,低区/6层,朝南,320,单价66514元/平,|距离8号线杨思站573米|满五|有钥匙|
临沂一村,2室0厅,52.36平,高区/6层,朝南,295,单价56340元/平,|距离6号线临沂新村站513米|满五|有钥匙|
罗山七村,2室1厅,64.59平,高区/6层,朝南,340,单价52639元/平,|距离6号线德平路站706米|满五|有钥匙|
锦华花园,3室2厅,120.42平,高区/5层,朝南北,750,单价62282元/平,|距离7号线锦绣路站335米|满五|有钥匙|
富特四村,1室1厅,47.98平,高区/6层,朝南,225,单价46894元/平,|距离6号线航津路站865米|满五|有钥匙|
昌四小区,1室1厅,34.28平,低区/6层,朝南,210,单价61260元/平,|距离6号线东明路站655米|满五|有钥匙|
杉林新月（环林东路875弄）,2室2厅,84.89平,低区/18层,朝南北,520,单价61255元/平,|距离11号线三林东站919米|满五|有钥匙|
张江汤臣豪园（三期）,3室2厅,89.35平,低区/11层,朝南北,750,单价83939元/平,|距离2号线金科路站668米|满五|有钥匙|
盛大金磐,3室2厅,264.13平,中区/47层,朝南北,2900,单价109794元/平,|距离2号线陆家嘴站709米|满五|有钥匙|
上南二村,2室1厅,51.0平,高区/6层,朝南北,326,单价63921元/平,|距离8号线耀华路站204米|满五|有钥匙|
中远行家,1室1厅,77.12平,中区/28层,朝东北,560,单价72614元/平,|距离6号线上海儿童医学中心站598米|满五|有钥匙|
陈家宅小区,2室1厅,73.42平,低区/18层,朝南,500,单价68101元/平,|距离9号线商城路站924米|满五|有钥匙|
金杨新村五街坊,1室1厅,44.35平,低区/6层,朝南,278,单价62683元/平,|距离6号线云山路站724米|满五|有钥匙|
培花七村,1室1厅,56.65平,低区/7层,朝南,340,单价60017元/平,|距离7号线芳华路站749米|满五|有钥匙|
妙境一村,2室1厅,78.0平,高区/6层,朝南,320,单价41025元/平,|距离2号线川沙站205米|满五|有钥匙|
金杨六街坊,1室1厅,41.86平,高区/6层,朝南,303,单价72384元/平,|距离6号线云山路站761米|满五|有钥匙|
蓝高小区,1室1厅,42.43平,高区/6层,朝南,300,单价70704元/平,|距离6号线蓝村路站203米|满五|有钥匙|
海桐苑,2室1厅,56.94平,低区/5层,朝南,589,单价103442元/平,|距离16号线龙阳路站546米|满五|有钥匙|
梅园新村（浦东）,2室1厅,56.96平,高区/6层,朝南,468,单价82162元/平,|距离4号线浦东大道站443米|满五|有钥匙|
芳草路352弄,2室1厅,70.53平,高区/6层,朝南,405,单价57422元/平,|距离7号线芳华路站757米|满五|有钥匙|
浦发绿城,2室1厅,72.7平,低区/6层,朝南,375,单价51581元/平,|距离11号线浦三路站319米|满五|有钥匙|
东方城市花园（二期）,2室2厅,118.0平,高区/14层,朝南北,942,单价79830元/平,|距离6号线上海儿童医学中心站551米|满五|有钥匙|
绿洲康城亲水湾（中央区）,2室2厅,103.76平,中区/17层,未知,538,单价51850元/平,|距离16号线罗山路站863米|满五|有钥匙|
博爱家园,3室2厅,124.94平,低区/6层,朝南北,860,单价68833元/平,|距离6号线高科西路站228米|满五|有钥匙|
上南三村,2室1厅,50.0平,低区/6层,朝南,328,单价65600元/平,|距离8号线成山路站366米|满五|有钥匙|
建华新苑,3室2厅,129.86平,高区/17层,朝南北,1200,单价92407元/平,|距离2号线世纪公园站289米|满五|有钥匙|
河滨小区,2室2厅,76.91平,高区/6层,朝南,318,单价41347元/平,|距离2号线川沙站843米|满五|有钥匙|
纯翠苑,2室2厅,94.57平,低区/6层,朝南北,635,单价67146元/平,|距离6号线上南路站682米|满五|有钥匙|
凌兆新村（凌兆路586弄）,1室1厅,47.92平,高区/6层,朝南,272,单价56761元/平,|距离6号线上南路站683米|满五|有钥匙|
银桥花苑,2室1厅,69.18平,高区/7层,朝南北,385,单价55651元/平,|距离6号线博兴路站435米|满五|有钥匙|
仁恒滨江园,3室2厅,165.76平,高区/33层,朝西北,1750,单价105574元/平,|距离2号线东昌路站818米|满五|有钥匙|
碧云新天地（二期）,3室2厅,99.0平,低区/9层,未知,755,单价76262元/平,|距离6号线博兴路站146米|满五|有钥匙|
香榭丽花园,3室2厅,147.71平,低区/32层,未知,1350,单价91395元/平,|距离4号线浦电路站582米|满五|有钥匙|
东方城市花园（二期）,3室2厅,152.74平,高区/24层,朝南北,1060,单价69398元/平,|距离6号线上海儿童医学中心站551米|满五|有钥匙|
陈家宅小区,2室0厅,58.0平,高区/25层,朝南,440,单价75862元/平,|距离9号线商城路站850米|满五|有钥匙|
巨东小区,3室1厅,77.72平,高区/6层,朝南,600,单价77200元/平,|距离6号线北洋泾路站389米|满五|有钥匙|
黄山新村,2室1厅,52.34平,高区/6层,朝南,420,单价80244元/平,|距离6号线云山路站494米|满五|有钥匙|
上海绿城,3室2厅,134.55平,高区/16层,朝南北,1200,单价89186元/平,|距离6号线蓝村路站843米|满五|有钥匙|
昌五小区,2室1厅,54.63平,高区/6层,朝南北,305,单价55830元/平,|距离6号线东明路站866米|满五|有钥匙|
凌兆新村（上浦路201弄）,2室1厅,69.28平,低区/6层,朝北,365,单价52684元/平,|距离6号线灵岩南路站404米|满五|有钥匙|
东方城市花园（二期）,2室2厅,117.29平,中区/14层,朝南,910,单价77585元/平,|距离6号线上海儿童医学中心站551米|满五|有钥匙|
未来域,2室1厅,79.98平,中区/3层,朝东南,520,单价65016元/平,|距离11号线浦三路站480米|满五|有钥匙|
云台路86号,2室1厅,75.3平,高区/16层,朝南,467,单价62018元/平,|距离7号线云台路站66米|满五|有钥匙|
张江汤臣豪园（二期）,3室2厅,123.2平,中区/16层,朝南北,990,单价80357元/平,|距离2号线金科路站510米|满五|有钥匙|
恒大华城天地苑,3室2厅,115.67平,低区/9层,朝南北,840,单价72620元/平,|距离8号线杨思站792米|满五|有钥匙|
涵合园（公寓）,2室2厅,106.47平,低区/20层,朝南北,760,单价71381元/平,|距离6号线上海儿童医学中心站816米|满五|有钥匙|
阳光花城,3室2厅,139.3平,低区/18层,朝南北,880,单价63173元/平,|距离2号线广兰路站494米|满五|有钥匙|
阳明花园广场,3室2厅,141.49平,高区/27层,未知,540,单价38165元/平,|距离6号线航津路站361米|满五|有钥匙|
万科金色城市,3室2厅,89.25平,中区/18层,朝南,640,单价71708元/平,|距离11号线御桥站324米|满五|有钥匙|
芳草路352弄,3室1厅,81.42平,高区/6层,朝南北,448,单价55023元/平,|距离7号线芳华路站757米|满五|有钥匙|
绿地泾南公寓,2室2厅,102.41平,低区/6层,朝南,820,单价80070元/平,|距离9号线杨高中路站436米|满五|有钥匙|
上海绿城,2室2厅,114.26平,低区/28层,朝南北,1050,单价91895元/平,|距离6号线蓝村路站843米|满五|有钥匙|
芳草路352弄,1室1厅,47.79平,高区/6层,朝南,300,单价62774元/平,|距离7号线芳华路站757米|满五|有钥匙|
竹园高层,3室1厅,85.93平,低区/26层,朝南北,600,单价69824元/平,|距离4号线世纪大道站401米|满五|有钥匙|
东昌大楼,2室1厅,71.44平,高区/16层,朝东南,530,单价74188元/平,|距离2号线东昌路站185米|满五|有钥匙|
浦江东旭公寓,3室1厅,81.41平,低区/18层,朝东南,420,单价51590元/平,|距离6号线东靖路站413米|满五|有钥匙|
南桥路305号,2室1厅,49.7平,中区/5层,朝南,208,单价41851元/平,|距离2号线川沙站939米|满五|有钥匙|
汇豪天下,3室2厅,129.86平,低区/32层,朝南,1200,单价92407元/平,|距离9号线商城路站710米|满五|有钥匙|
云台路86号,2室1厅,69.52平,高区/16层,朝东北,380,单价54660元/平,|距离7号线云台路站66米|满五|有钥匙|
金地未未来,4室2厅,89.46平,高区/15层,朝南,730,单价81600元/平,|距离6号线五洲大道站477米|满五|有钥匙|
上南五村,2室1厅,68.36平,中区/12层,朝东南,400,单价58513元/平,|距离7号线云台路站226米|满五|有钥匙|
文兰小区,1室1厅,40.82平,低区/6层,朝南,290,单价71043元/平,|距离6号线蓝村路站161米|满五|有钥匙|
金杨新村三街坊,1室1厅,42.71平,高区/7层,朝南,259,单价60641元/平,|距离6号线云山路站493米|满五|有钥匙|
六荷苑小区,3室1厅,55.0平,高区/6层,朝南北,320,单价58181元/平,|距离6号线五莲路站410米|满五|有钥匙|
金杨六街坊,2室2厅,83.08平,中区/6层,朝南,525,单价63192元/平,|距离6号线云山路站761米|满五|有钥匙|
桃林小区,2室2厅,107.33平,中区/24层,朝南,900,单价83853元/平,|距离9号线杨高中路站471米|满五|有钥匙|
地杰国际城（F欧香四季）,2室2厅,109.0平,低区/17层,朝南北,730,单价66972元/平,|距离11号线御桥站254米|满五|有钥匙|
地杰国际城（D街坊）,2室2厅,84.8平,低区/27层,朝南,430,单价50707元/平,|距离11号线御桥站475米|满五|有钥匙|
宜嘉苑,3室2厅,127.66平,低区/11层,朝南北,740,单价57966元/平,|距离12号线杨高北路站786米|满五|有钥匙|
汇豪天下,2室2厅,111.2平,中区/35层,朝南,1200,单价107913元/平,|距离9号线商城路站710米|满五|有钥匙|
仁恒滨江园,4室2厅,257.68平,中区/32层,朝东南,2300,单价89257元/平,|距离2号线东昌路站818米|满五|有钥匙|
金杨一街坊,2室1厅,67.01平,高区/6层,朝南,378,单价56409元/平,|距离6号线云山路站474米|满五|有钥匙|
东陆新村七街坊,2室1厅,58.0平,中区/6层,朝南北,320,单价55172元/平,|距离12号线杨高北路站489米|满五|有钥匙|
桃林小区,2室2厅,96.43平,低区/18层,朝南北,790,单价81924元/平,|距离9号线杨高中路站471米|满五|有钥匙|
东方丽景,2室2厅,97.0平,低区/16层,朝南,600,单价61855元/平,|距离12号线巨峰路站240米|满五|有钥匙|
尚东国际名园,3室2厅,113.17平,低区/8层,朝南北,940,单价83060元/平,|距离6号线高青路站513米|满五|有钥匙|
红莲小区,2室1厅,86.85平,低区/25层,朝西,450,单价51813元/平,|距离7号线杨高南路站634米|满五|有钥匙|
金芙苑,4室3厅,190.91平,高区/6层,朝南,860,单价45047元/平,|距离6号线云山路站696米|满五|有钥匙|
东旺名苑,3室2厅,104.65平,低区/11层,朝南北,710,单价67845元/平,|距离6号线上南路站913米|满五|有钥匙|
德州二村,1室1厅,38.12平,中区/5层,朝南,255,单价66894元/平,|距离8号线成山路站417米|满五|有钥匙|
世茂滨江花园,3室2厅,232.56平,高区/60层,朝东西,2150,单价92449元/平,|距离9号线商城路站997米|满五|有钥匙|
证大家园（公寓）,2室2厅,88.72平,中区/5层,朝南北,690,单价77772元/平,|距离12号线杨高北路站630米|满五|有钥匙|
金桥一方,2室2厅,101.85平,高区/11层,朝南,700,单价68728元/平,|距离12号线杨高北路站840米|满五|有钥匙|
陆家嘴花园（二期）,3室2厅,152.23平,低区/25层,朝南北,1600,单价105104元/平,|距离9号线杨高中路站641米|满五|有钥匙|
金恒小区,2室1厅,54.0平,中区/6层,朝南北,340,单价62962元/平,|距离7号线锦绣路站516米|满五|有钥匙|
仁恒广场,3室2厅,137.09平,中区/25层,朝东南,870,单价63461元/平,|距离4号线塘桥站482米|满五|有钥匙|
德州四村,1室0厅,31.6平,中区/6层,朝南,198,单价62658元/平,|距离7号线长清路站536米|满五|有钥匙|
和合新村,1室1厅,52.86平,低区/6层,朝南,295,单价55807元/平,|距离11号线御桥站827米|满五|有钥匙|
海怡花园（浦东）,2室2厅,101.5平,高区/11层,朝西北,900,单价88669元/平,|距离6号线源深体育中心站373米|满五|有钥匙|
盛大金磐,3室2厅,264.12平,高区/47层,朝南北,2770,单价104876元/平,|距离2号线陆家嘴站709米|满五|有钥匙|
博爱家园,1室2厅,64.24平,低区/6层,朝南,480,单价74719元/平,|距离6号线高科西路站228米|满五|有钥匙|
香楠小区,2室1厅,62.75平,中区/6层,朝南,380,单价60557元/平,|距离2号线广兰路站948米|满五|有钥匙|
山水国际,3室2厅,145.02平,低区/28层,朝南,1400,单价96538元/平,|距离6号线民生路站200米|满五|有钥匙|
张江汤臣豪园（二期）,3室2厅,137.26平,低区/11层,朝南北,900,单价65568元/平,|距离2号线金科路站510米|满五|有钥匙|
锦博苑,2室1厅,79.52平,中区/6层,朝南北,590,单价74195元/平,|距离7号线锦绣路站325米|满五|有钥匙|
桃林小区,2室2厅,107.33平,低区/24层,朝南,805,单价75002元/平,|距离9号线杨高中路站471米|满五|有钥匙|
思浦小区,1室0厅,34.3平,中区/6层,朝北,200,单价58309元/平,|距离8号线杨思站98米|满五|有钥匙|
贝越水岸名邸,2室2厅,101.22平,中区/8层,朝南北,550,单价54337元/平,|距离2号线川沙站816米|满五|有钥匙|
仁恒滨江园,3室2厅,170.46平,低区/33层,朝西,1500,单价87997元/平,|距离2号线东昌路站818米|满五|有钥匙|
金地未未来,3室2厅,82.5平,低区/15层,朝南北,640,单价77575元/平,|距离6号线五洲大道站477米|满五|有钥匙|
新德公寓（浦东）,2室1厅,64.39平,高区/6层,朝南,265,单价41155元/平,|距离2号线华夏东路站693米|满五|有钥匙|
上钢八九村,2室1厅,50.15平,中区/6层,朝东,308,单价61415元/平,|距离7号线长清路站391米|满五|有钥匙|
地杰国际城（F欧香四季）,3室2厅,124.71平,低区/18层,朝南北,815,单价65351元/平,|距离11号线御桥站254米|满五|有钥匙|
乳山二村,2室0厅,48.56平,高区/6层,朝南,370,单价76194元/平,|距离2号线东昌路站284米|满五|有钥匙|
潼港八村,2室1厅,70.94平,高区/6层,朝南,270,单价38060元/平,|距离6号线港城路站578米|满五|有钥匙|
毕加索小镇（一期）（公寓）,2室2厅,93.08平,中区/8层,朝南北,530,单价56940元/平,|距离2号线唐镇站859米|满五|有钥匙|
碧云新天地（一期）,2室2厅,101.93平,中区/5层,朝南北,680,单价66712元/平,|距离6号线博兴路站611米|满五|有钥匙|
港驳小区,2室1厅,56.28平,中区/6层,朝南北,398,单价70717元/平,|距离6号线蓝村路站323米|满五|有钥匙|
地杰国际城（E欧泊时光）,2室2厅,99.4平,低区/18层,朝南,615,单价61871元/平,|距离11号线御桥站284米|满五|有钥匙|
地杰国际城（E欧泊时光）,2室2厅,103.05平,低区/18层,朝南,630,单价61135元/平,|距离11号线御桥站284米|满五|有钥匙|
上海绿城,2室2厅,108.26平,低区/18层,朝南,860,单价79438元/平,|距离6号线蓝村路站843米|满五|有钥匙|
未来域,2室2厅,92.06平,高区/18层,朝南,650,单价70606元/平,|距离11号线浦三路站480米|满五|有钥匙|
上海绿城,2室2厅,121.17平,低区/18层,朝南,1000,单价82528元/平,|距离6号线蓝村路站843米|满五|有钥匙|
纯翠苑,3室2厅,135.61平,高区/6层,朝南北,750,单价55305元/平,|距离6号线上南路站682米|满五|有钥匙|
东方城市花园（一期）,4室2厅,226.18平,高区/16层,朝南北,1750,单价77372元/平,|距离6号线上海儿童医学中心站76米|满五|有钥匙|
汇豪天下,2室2厅,88.93平,低区/35层,朝南,950,单价106825元/平,|距离9号线商城路站710米|满五|有钥匙|
世茂滨江花园,3室2厅,237.93平,中区/56层,朝西,2379,单价99987元/平,|距离9号线商城路站997米|满五|有钥匙|
川沙路5245弄,2室1厅,72.0平,高区/6层,朝南,280,单价38888元/平,|距离2号线川沙站239米|满五|有钥匙|
桃林小区,2室1厅,103.56平,高区/24层,未知,850,单价82078元/平,|距离9号线杨高中路站471米|满五|有钥匙|
恒大华城东林苑,3室1厅,76.8平,中区/6层,未知,506,单价65885元/平,|距离8号线杨思站623米|满五|有钥匙|
江临天下,3室2厅,139.11平,低区/20层,朝南,1300,单价93451元/平,|距离9号线商城路站628米|满五|有钥匙|
金杨七街坊,2室1厅,59.0平,高区/6层,朝南,330,单价55932元/平,|距离6号线云山路站708米|满五|有钥匙|
凌高小区,1室1厅,48.87平,高区/24层,未知,275,单价56271元/平,|距离6号线北洋泾路站848米|满五|有钥匙|
山水国际,2室2厅,109.42平,高区/29层,朝南,1170,单价106927元/平,|距离6号线民生路站200米|满五|有钥匙|
新花苑,2室1厅,72.23平,中区/6层,朝南,428,单价59255元/平,|距离7号线芳华路站350米|满五|有钥匙|
三林安居苑,2室1厅,62.8平,高区/6层,未知,380,单价60509元/平,|距离11号线三林东站244米|满五|有钥匙|
思浦小区,1室1厅,38.7平,中区/6层,朝南,230,单价59431元/平,|距离8号线杨思站98米|满二|有钥匙|
艾东小区,1室1厅,45.7平,高区/6层,未知,270,单价59080元/平,|距离7号线杨高南路站755米|满二|有钥匙|
三林新村（永泰路468弄）,1室2厅,54.74平,高区/14层,朝南,345,单价63025元/平,|距离11号线三林站625米|满二|有钥匙|
康馨花园,2室2厅,87.83平,低区/6层,朝南,375,单价42696元/平,|满五|有钥匙|
云台二小区,1室1厅,49.83平,高区/24层,朝南,320,单价64218元/平,|距离6号线东明路站494米|满五|
莱阳北小区,2室1厅,60.07平,高区/6层,朝南,315,单价52438元/平,|距离6号线五莲路站747米|满五|
罗山三村,2室1厅,68.88平,高区/6层,朝南,369,单价53571元/平,|距离6号线德平路站653米|满五|
港城新苑,1室1厅,55.27平,高区/6层,朝南北,295,单价53374元/平,|距离6号线港城路站583米|满五|
